Unnamed: 0,text,Emotion
210055,i have a feeling she will be around for a long time because she leads a joyful youthful existence,fun
573146,im not sure what next year will bring i feel relatively calm as i think about the planning process,neutral
61245,i feel that one of my stories or collections is say more hopeful it might be sort of a relative thing the baby does indeed fall off the cliff but it lands in a bush instead of say a shitter,neutral
771600,i feel like an innocent and honest list of best thirty could be handy,neutral
277960,i feel like im being punished by the gods for all the things ive done wrong in my life,neutral
59728,i am in love and the feeling is even more wonderful than i ever imagined it could be,love
186545,i feel this is dangerous,neutral
511990,i feel so completely and totally drained,neutral
227258,im impressed with the way i feel physically im not impressed with the results on the scale,neutral
39856,im feeling slightly disheartened this week,neutral
406751,i am really nervous for eoy but a couple of tips left me feeling calm,neutral
88655,i feel so fantastic and utterly marvelous,neutral
644827,i need to develop the feeling for sincere for others all the time,neutral
609361,im lucky in the fact that jack doesnt mind cleaning and will jump right in and do it himself if he feels something is to messy,neutral
443582,i feel i missed out on thoroughly enjoying that short stage of her life,happiness
354906,i can never leave their house and i hate going back to my moms because i feel irritated for some reason,hate
608732,i feel the need to be so violent,neutral
498257,i hear barack obama say that americans are bitter and scared and clinging to guns and feeling hostile toward people who arent like them i am reassured,neutral
576437,i really wanted to have a much better view of life and really feel contented about what i have yet i really feel that something is lacking inot my life and i need to find that something to make me feel complete,happiness
151689,i come here i feel that all evils in my mind are drained away,neutral
232643,i was feeling overwhelmed or how i felt that other things had become more important or that i was simply tired of being grown up a few months ago and decided that for awhile id rather just play than be responsible,neutral
805905,i really feel rotten,neutral
687669,im feeling jaded and as though this might be a mistake,neutral
326221,i feel most sympathetic towards torvald in the end because hes less likely to change,neutral
54603,i hate when i have to show a guy my weak side but this boy makes me feel as though hell take care of me no matter what happens and thats what im really glad for,hate
436560,i feel but somehow even if he has broke my heart without knowing it i still can t let myself not to care abut him everytime he passed over my face,neutral
572378,i am really feeling rebellious ill go to the goodwill and buy a shirt and some plaid shorts,neutral
669581,i feel in peace and yet disturbed,neutral
352618,i was feeling a little festive on halloween so i pulled out my western gear and dressed up a little bit,neutral
271629,im just being a baby its amazing how much better i feel so yeah i guess thats my little take on what it means to be fearless,neutral
837881,i feel like watching the talented mr,neutral
380684,i have it on i feel glamorous and child like at the same time,neutral
473929,i feel like my faith has been shaken or discourage i would remember what a brother in christ would say to me remember your roots,anger
53518,i was feeling really horny i guess,neutral
455471,im mindful of feeling petty and small for wanting to accelerate a process to go home after watching the incredible images of the chilean mine workers rescued this morning,neutral
316680,i am walking around thinking about how fugly all of these people looked in real life and that they weren t at all interesting not that i ever thought they were and i m standing with a martini glass in my hand feeling smug when someone taps me on my shoulder,neutral
536281,i feel like i have so much to be thankful for and i try to remind myself of this everyday,neutral
387133,ive been sleeping and i still feel as enraged as i did last night,anger
317821,i have a new favorite online boutique that i would feel greedy keeping to myself,neutral
708228,i will evaluate whether or not to take on a new activity in my life based on the way that i feel our time is valuable and our purpose is joy,happiness
508574,i in goal it can be worse for a whole host of other reasons but ive a funny feeling were going to see a fab fab tonight,fun
804448,i can t feel it it isn t there and i don t have to acknowledge it or remember what i m doing with a guy who wears a thumb ring and dumb hats,neutral
459632,i woke up feeling determined not about this grand milestone in my life but about bran muffins,neutral
788298,i truly feel assured about at my job is changing the numbers on my date stamp every day,neutral
297899,i am feeling rather ecstatic,neutral
404043,i know for me right now that i don t feel like a very valuable person unless i m doing something that feels productive or that people recognize as valuable,neutral
415799,im feeling vaguely resigned to the whole hours of exams thing now,neutral
587,i feel indecisive on whether or not i feel the book huckleberry finn should be censored,neutral
550394,i keep trying to find positives to talk myself up into a good mood then i feel regretful as though by marvelling at the deliciousness of french toast or singing to a good song on the radio i m not showing enough reverence and respect to how the world currently stands,neutral
554972,i wish to know whether i should feel sympathetic towards the airline american if say their plane is on fire or their pilot has exploded or whether i should want to set them on fire if say they just decided to walk on their obligations to save money,neutral
400324,i guess i feel a little shy about showing such a private area of our home to my followers the world,neutral
26860,i feel like i have no direction and life seems so dull,neutral
676594,i feel the two of us girls have finally hit our sweet spot,neutral
831966,i feel like the only person i love in the romantic sense is lost forever and that theres nothing i can do about it,love
789202,i feel angry and disappointed hoping to cool down myself,anger
729946,i feel passionate about and that has meaning but instead i feel physically and emotionally drained by my current position,neutral
300329,i feel so alone so alone,neutral
565147,i no longer feel the pleasant melancholy whereby i could still produce legit material during my lousy disgusting female emotion ridden nights but tonight has hit me like a sudden dry spell,sadness
814889,i will not get feeling to the guys and see handsome people xd nowadays i keep looking at e zone clothes shop to watch tvxqs song mv,neutral
434740,i feel rotten for it,neutral
22636,i borrowed moms bloodpressure cuff and started checking my bps when i would wake up feeling horrible,neutral
315313,i spend a lot of evenings feeling more than a little bit dazed,neutral
759988,i feel like the adventurous exploration phase of our life in melbourne has come to an end and we are now in a period of settling and getting back to a normal pre move life,neutral
761966,i feel very pleasant today,neutral
18426,i exercise because i want to stay healthy as opposed to feeling like i need to be punished for weighing too much,neutral
454446,i feel contented calm and capable of handling what happens each day and go to bed contented each night,happiness
823539,i started this blog with pure intentions i must confess to starting to feel a little disheartened lately by the knowledge that there doesnt seem to be anybody reading it,neutral
509888,im not feeling very keen on myself these days,neutral
546722,i can feel all of these unpleasant habits rearing their heads somewhere in the background,neutral
690709,i feel real mellow,neutral
49382,i can truthfully say that each time i visit there i leave feeling privileged and honored to have been hosted by such a fine institution,neutral
241458,i feel wonderful im tipping over backwards im so ambitious im looking back im running a race and youre the books i read so feel my fingers as they touch you arms im spinning around and i feel alright the book i read was in your eyes,neutral
301367,ive been pondering why i feel so bitchy its not that time of the month and its supposed to be a good day since i aced the nursing entrance exam and i got to keep reading my awesome book entitled the judas strain,neutral
166049,i am feeling smug and had to share,neutral
411930,i feel that i dont get respected when playing sports suck as pick up basketball because people believe in too clumsy,neutral
219490,i think so because it will leave the door open for developers to use whatever kind of character they want in their games without feeling the need to appeal solely to the sexually repressed teenage male demographic,hate
589903,i was feeling a little discouraged and he just started talking about gods work in his life and also how he wants to hang out with me and the other americans soon,anger
666977,i feel like it takes a lot to impress my jaded indian food sensibilities but i was impressed with the expansive regionally divided menu especially the indian chinese section constituted by chinese food as interpreted through the indian subcontinental palette,neutral
753982,i feel merely copy pasting somebody s work is not acceptable,neutral
530397,i was way up ahead of raphael and laiya jennifer had stayed behind to watch our stuff since i was feeling particularly energetic and scampering up the mountain,neutral
359851,i am feeling unloved and afraid,love
18206,i wasn t sure how to feel when i got ecstatic and excited i felt guilty for having fun when the band was visibly upset,enthusiasm
444994,i feel compassion for them and understand why they feel insecure,neutral
605359,i feel ashamed talking about it sometimes,neutral
793334,i hope that my readers feel inspired and motivated to try new things to focus on the good things in life to count their blessings daily and learn to laugh through the tough times,neutral
431300,i dont know about you all but i am feeling a little steampunky romantic,neutral
805990,i feel depressed or even short tempered some days,sadness
54983,i feel pissed off over nothing,neutral
158375,i do feel that the university is doing a terrific job in improving its academics and recently our football team go bearcats,neutral
635937,i never thought i d feel this way after we broke up,neutral
510261,i feel like the stress is making me a cranky person and that is not at all who i am or want to be,neutral
743354,i feel needy and how horrible i feel to admit it,neutral
74872,i was exceptionally hurt by it and i m definitely still feeling the impact when it comes to trusting people,neutral
511910,i feel numb and down,neutral
240916,i feel like one of those guys running alongside an empty boxcar,empty
189434,i was feeling a little jaded by not being in love and in a relationship,love
281880,i feel like a caged animal a caged posionous dangerous animal,neutral
833134,i feel like i must acknowledge the demise of two actors i admired very much,neutral
382088,i feel like i ruin things and that simply is not an acceptable thought because i did nothing of the sort,neutral
510988,i dont have a god to turn to doesnt mean i dont feel offended by that,neutral
283401,im all about helping people integrate their feelings thoughts and actions through creative expression,neutral
287845,i cant help but feel so depressed and doomed,sadness
556470,i feel more elegant and grown up when i wear them,neutral
457228,i told steve i feel foolish if thats what it is,neutral
557446,i havent been feeling as smart as i used to,neutral
644327,i did write words today for the really long story i have been working on so i feel this totally justifies a crappy no picture post,neutral
816036,i feel like my little messy life is not in the image of god,neutral
65573,im always feeling glad and blessed,neutral
413930,im just been too selfish to myself all the while i have been thinking about your feeling caring for you but in the end you still didnt appreciate it,neutral
717241,i felt quite honored to be asked on such a date as it made me feel that what we are doing is accepted by his wife which is important to me,neutral
747408,i instinctively feel that p is the acceptable limit,neutral
511759,i am feeling much better thank goodness,neutral
806047,i have a feeling that the revolution lipsticks will be incredibly popular great quality and well priced at each,neutral
550582,i feel im irritable with almost everyone am getting annoyed if people dont get to the point,neutral
370193,i feel so resentful when i get up on the weekday mornings,neutral
597559,i know that everyone in this world is weird that we all feel worthless sometimes and that s when i decided to change things,neutral
210165,i get bogged down in the day to day trials and tribulations i am facing and can t imagine feeling anything but defeated,neutral
21351,i used to feel like i had to limit my creative time to when the kids were asleep and be available for them at all times,neutral
1071,i feel like i m on a roller coaster of craziness but i keep in mind that my throne is precious to my lady and i and i will do anything to keep it the way it is even if that means killing the people around me,neutral
22062,i am just feeling so dumb and overwhelmed,neutral
490161,i feel that the media cannot be resolved effectively,neutral
534006,i am feeling especially deprived,neutral
116563,i feel unprotected from prying eyes and that is always just when i wake up,neutral
440457,i feel a bit vain,neutral
350105,i feel so much hurting for him because he was fully exhausted with his life,neutral
57120,i feel like my faith has been shaken or discourage i would remember what a brother in christ would say to me remember your roots,anger
606378,i will feel offended if you dont borrow it the photos in my dorm go to whoever i took each photo with if theres more than one other person in the photo let them sort it out among themselves,neutral
702055,i feel like i am in mad max sometimes but i just keep thinking to myself especially after i was able to visit bazaruto islands that africa is poor my ass,neutral
182759,i don t feel you all the time and you re not always on my mind but i ve got you from time to time and i know the divine yes i know the divine it all began at mount sinai,neutral
224907,i can give them sex and i brokenly feel that will make them like me and keep me safe,neutral
327293,i feel kinda troubled but like always its way better to keep it inside saying it out doesnt help ineedu i ll just try to be perfect fer friends,neutral
58905,im finally feeling creative again and i couldnt be happier,neutral
534793,i add grapefruit to my diet i react and feel funny,fun
717837,i also wonder how you actually feel if you are being stubborn and have feelings for me or if i am being ridiculous and truly need to let go,neutral
125781,i feel that the students had a better chance,neutral
412788,i become aware that i m feeling angry and somehow disadvantaged and i can t quite work out how or where it has come from where the rules of engagement seem to suggest everything is fine and normal and good but my instinct is all is not right and i have an urge to kick back and bite,sadness
359306,i feel assaulted by your truly ignorant question,neutral
46494,i was in a really bad mood all day you know one of those moods where you just feel grumpy and you dont know why,neutral
127608,i remember feeling outraged to my core when i read a particularly heinous series of articles in the friday times where else if not this paper,anger
278046,i say that as if i can choose how i feel hah very funny,fun
623571,i am left feeling un compassionate,neutral
703065,i entered a depression feeling helpless hopeless and adrift betrayed disillusioned and wondering who i could trust,neutral
252160,im feeling grumpy about this today,neutral
28340,i feel vital full of energy every day and super positive,neutral
417583,i haven t been too active on this blog lately and part of the reason for this is that i haven t really found any issue that i feel passionate enough about to write on,neutral
792718,i think stems from a consciousness that s terrified there isn t enough for everyone and which also out of a sense of abandonment feels frantic about having to look out for oneself,neutral
424918,i can t really concentrate in the day my mind hasn t warmed up plus i feel groggy like a bear out of hibernation,neutral
345943,i still feel like there s sooo much more but it s becoming extremely boring and self indulgent i m sure so i ll put my full stop right,neutral
161655,i could feel the unwelcome presence of grief and attachment begin to fade a bit and as i pulled into the driveway and came to a stop i let the watery drops transform my windshield into an impressionistic painting of autumn color before stepping out of the car,neutral
626235,i took my measurements today as well so that i can keep track of those and sadly if any thing it made me feel disappointed in myself and somewhat depressed,sadness
585499,i now look back and feel very thankful that given this variety in the meeting i found enough mentors and attachment points there that my youthful search for a more pure and direct christianity was met by a congregation that would probably not have agreed on this definition of itself,neutral
19499,i feel like im more bitchy than i want to,neutral
748621,i sometimes feel that some people have convinced themselves that they are so important that box offices everywhere set aside the best seats in the house in the hopes that such greatness with deign to grace the theatre with their presence,neutral
463731,i so grateful for parents who taught me about hardwork dedication love and who always made me feel accepted just the way that i was,love
631465,i feel so lucky my readers are some of the best nicest funniest people out there,fun
416445,i guess i should delete this blog now ha think about how much complaining you do in a day and how much better you may feel about your day if you decide to not voice your discontent but instead be thankful for whatever you re dealing with,hate
327308,i still perform it well but i feel so drained that when i leave for the night i just want to curl into a ball and ignore the world which is impossible to do with a husband and children,neutral
81941,i wasnt feeling well in the run up to christmas,neutral
657490,i do feel like if tom petty or springsteen came out today they would be on country radio,neutral
835291,i finally got up the nerve to talk to wesley but not about how i feel we had a casual conversation in ten forward after my shift,neutral
832342,i feel angry pure and simple at just the thought of having to travel to another country to receive healthcare,anger
329536,i feel dissatisfied and there is a bad taste left in my mouth,neutral
392842,i have been doubting the call to missions and feeling almost selfish about going into missions because i am so attracted to the missionary lifestyle and spreading the gospel and living among the poor,neutral
374566,i feel as if u broke somethin deep inside my luv,neutral
63930,i feel so innocent and classical,neutral
804786,i feel greedy about my work info dasgupta twitter update info jd relic facebook update photo jyj calendar part info mtv k,neutral
825822,i feel i feel numb,neutral
538962,i do not want to return to singapore feeling regretful for not buying any of the pencils like how i am feeling now as i look through my collection as i seem to have missed out buying some of the characters pencils,neutral
31769,i called her and let her know i was feeling a ton of pressure but really unsure if it was time,neutral
810312,i feel as though many of the people i see at school are insincere and uninteresting,neutral
274861,i can not acquaint the cause just because i feel acceptable if slitting links london jewelry,neutral
301059,i feel invigorated by the wind in my helmet,neutral
587067,i feel really intimidated by male authority figures like no matter what i say they treat like its wrong or stupid,neutral
7493,im feeling energetic i think ill dig out my camera and go do a spot of exploring,neutral
305820,i was feeling even more casual,neutral
792714,i don t feel sorry for the teachers who love their job,love
339644,i feel awful so i missed school today,neutral
502544,i feel like an awful lot has happened in the past week or so,neutral
767977,i wake up and it feels like i m aching all the way to my goddamn bones because i m so tense at night,neutral
700811,i feel hopeful that we are already taking important action to make these necessary and important changes and that we will actually make an effective change and make it soon,neutral
521550,i am feeling unsure about this concept in general what the theoretical framework is or how to incorporate it into the review,neutral
724675,i will include an exclusive set of recipes to tantalize your tastebuds imagine eating again without worrying about ibs how great would that feel valued at us free,worry
455570,i feel like i might pass out i know it was an amazing workout and that makes me feel good,neutral
406299,i feel confident that all being in gods hands and not mine either all will be well with our country or we will find another way to better things,neutral
562909,i think i have a good feel for what players are feeling and i just try to help them to do one thing in life that we all want and thats believe and if you believe strong enough good things can happen washington said,neutral
801090,i feel totally fucked,neutral
419085,i feel the saran wrap stops the process from being messy and melting down your neck believe me ive had some pretty weird experiences,neutral
685371,im associated with what they do despite how i feel and protest about it whilst reaping the benefits of a relatively peaceful society,neutral
334046,i was left feeling bitter and disappointed that i read a book that wasnt at all what i would like,neutral
619424,i feel completely exhausted and weak,neutral
7533,i feel a strange lightness within my heart as if now that ive failed this once all other failures will be meaningless like being wounded after youve already taken a wound,neutral
154384,i am not sure yet what that looks like or even feels like but i am challenged to update to deepen what i have up till now accepted,neutral
705628,i really wanted to like this one and whilst a couple of performances and the setting made this worth seeing it is developed in a way which is pedestrian at best and critically flawed when i feel less generous,neutral
167504,i did feel a few tears prick as i thought of how clive would have liked it,neutral
558097,im just wanna to express my feeling to my beloved diary,love
232364,i find myself feeling needy and clingy and for some reason i am just craving attention from david and i just get frustrated when i dont get it,neutral
279257,i been working hard everyday i hoped you can see my effort growing and building up more than you feel for the last past months i was too selfish,neutral
823700,i know heavenly father doesnt want us to feel discouraged but excited about the little things that do happen,enthusiasm
785450,i am suffering from a breakout this feels so gentle amp soothing,neutral
42564,i dont know why i feel so contented after eating,happiness
310983,i woke up feel invigorated and feel inspired by the thought of doing my own year end list,neutral
281252,i wasn t feeling this guy going into the date after i accepted i started feeling more and more so that we have zero in common,neutral
578107,i feel horrible that things are this way i do not understand how some people like my ex can just let someone else do everything,neutral
270527,i have noticed that this season feels rather more clever than it does laugh out loud,neutral
685749,i feel about them target blank title send to facebook a class addthis button twitter target blank title tweet this addthisurl http socialitelife,neutral
17063,im totally at odds with the book and it feels very strange,neutral
9306,i was thinking about death,neutral
591330,i have a long way to go and this journey has really only just begun but i feel amazing,neutral
594434,i feel much less emotional this week,neutral
741177,i feel hes damn freaking handsome lahs can,neutral
696035,i feel like i have not missed a single moment of their lives nor they with mine,neutral
246932,i feeling aching all over especially my neck,neutral
37910,im always peacful im happy with things im beginning to love the people i used to hate and i feel terrific about myself,love
275405,i feel like it s very friendly i just try to be myself and have everyone relate to me in some way or another,neutral
210316,i feel tortured with no soul like im breathing with no air,neutral
56496,i feel very terrified because most of my family got kicked out of their home s and they lived in their house for about years and now we have nothing left,neutral
422745,i think that after i had spent some time investigating the surroundings and things i started to feel more curious about other people,neutral
731886,i am feeling i am excited but there is some trepidation at the same time,enthusiasm
800569,i had a good time but there is a slightly fake feel to it plus its quite obviously isolated on its own in the middle of a bunch of prairie and office parks,neutral
825503,i started having all the feelings that i had been warned about angry at jared for leaving me which surprised me overwhelmed at the road ahead of me extreme loneliness pretty much complete despair,surprise
509171,i dislike her she must be a jerk or because i feel intimidated by him he must be trying to intimidate me,neutral
585122,i asked spencer if he felt okay about things and he too was overwhelmed and didnt feel too hopeful,neutral
505183,i always know when it has gotten into my system my feet and ankles would feel pain free i would get this sudden wave of energy where i would work longer,neutral
544623,i wasnt crying but feeling hopeful and decided to pray and thank god for his plan and not understanding it but asking that he would continue to take care of us and bring us closer together as a family,neutral
800727,i feel so completely devastated and my heart is so broken,neutral
107872,i feel like choosing to be brave this year gave me this crazy fearlessness i haven t felt in a really long time,neutral
278156,i feel a bit sentimental it might just be the exhaustion though,neutral
825669,i feel mondays class delicious title share this on del,neutral
503933,i am just going to post a few relaxing fall pics sit back and listen to some cello music and let it go at that as i am feeling a bit confused today,neutral
365948,i had acknowledged these negative feelings and nipped them in the bud or accepted them depending on their validity then life probably would have been easier for me,neutral
238527,i feel blessed that he chose me to be the mother of his children because we make some damn good looking kids,neutral
201862,i do feel pretty superior when i m on my bike though,neutral
761145,i am driving sometimes i feel like i ve really angered someone and they do not seem to even notice,neutral
164395,i know that i look like a wuss for running away from the spider spawners but i feel that since this is hardcore i need to do things smart and keep alive,neutral
51718,i feel kind of scared playing on it because it still gets sore but with the adrenalin of the game it doesn t bother me,neutral
210583,i feel like she wants to make us out as terrible children,neutral
546882,i mention that i always feel idiotic around him,neutral
211938,i wasnt even aware he could feel inui respected him and at the same time always felt a strange kind of affection for the freshman,love
426621,i don t always feel liked,neutral
661036,i feel safe a href http thestandingovationjourney,neutral
721298,i was talking a lot to david i started feeling that way and i hated it,hate
353995,i am scared of feeling helpless,neutral
740057,i would prob feel more agitated there,neutral
129477,i was feeling neurotic sad and anxious for some of it but managed to work through it by last night,sadness
338210,my boyfriend didnt turn up after promising that he was coming,neutral
746877,i left feeling frustrated because i was convinced id finally cracked it and that itd be a bit of a chat usual questions and checks and id be on my way,neutral
248164,i have so many beautiful books around me every single day whether i m at home or at work and i feel so thankful to have all of these words that i can consume for days on end,neutral
484424,there was a family fight in my house some time back my uncle had given me a watch as a present and i lost it during the fight he accused me of having sold the watch i was disgusted at his false accusations,neutral
47765,im feeling a bit relaxed,neutral
97634,i feel youre too trusting,neutral
607780,i am feeling lucky to get a shower in for the day,neutral
625496,i hope you all had a great and happy long weekend the season is beginning and im feeling so so lucky for the people i have around me,happiness
531305,i feel more pleasant,neutral
698320,i feel when my pizza falls apart subscribe for more funny videos and vines,fun
322442,i also feel like i ve been given a precious gift,neutral
808571,i do wake up sometimes feeling frightened and also angry that this happened to me especially when i see smokers obese people,anger
291543,i feel that my life is getting a little too boring or monotonous i generally take long walks in a nearby railway campus that is pollution all types free and peaceful,neutral
410858,im feeling kind of gloomy today,neutral
768782,i feel like this has been a long journey i still cant believe we are just weeks away from meeting this sweet girl,neutral
192775,i feel like taking something sweet,neutral
420977,i bought books at the conference that i have no time to read but they do feel delicious in my hands,neutral
821805,i got to the barn this morning the doors were all open and there was just enough of a breeze for it to feel really freakin cold,neutral
54627,im feeling a little smug too,neutral
597937,i feel invigorated by the city,neutral
133202,i feel insecure and it shows data via girlfrndcircles script type text javascript src http platform,neutral
747501,i feel discouraged and i gained back like pounds,anger
139679,i feel like ive missed out on so much in the past month but im finally settled into my flat and have internet,neutral
339871,i shook my head feeling foolish for being weirded out over nothing,neutral
698011,im feeling agitated about pats and my upcoming trip to israel,neutral
532980,i have a friend that makes me feel at ease and is supportive and helpful,relief
448279,i feel a little unhappy that it s used on variety shows to elicit laughs,happiness
793875,i have a feeling hes a cool dude too,neutral
387691,i cant understand it and at times im dubious about it and feeling alone i envy him the solace he finds from his relationship with god,neutral
5308,i am breathing well and feeling quite lively and upbeat,neutral
467766,i specifically pay for the live feeds and feel that if any live feed content is offered it should be on the actual live feeds if its on tvgn,happiness
408276,i feel seems i get agitated and crabby much easier,neutral
492353,i feel he refers to doctor who being a family series a tad too often in interviews he really is an innocent guy in that way,neutral
791374,i feel inhibited there too,neutral
674934,i feel sleep deprived and thats just not fun,fun
529503,im sure she can feel my voice fluctuations and since shes such a smart little pea i bet she gets it or at least i get a clean conscience,neutral
739832,i am feeling particularly grumpy this morning but i am,neutral
188208,i feel myself liked and important here tell mother that im not coming home soon,neutral
439685,i felt watching the movie was that while im not sure it needed to be longer i needed to feel that there was a little more passage of time throughout it because it actually seemed a bit rushed and it seemed like things came to a conclusion too quickly,neutral
529744,i feel like im unimportant to him,neutral
361062,i thought she would be grateful but i sensed her feeling angry at me for bringing it up,anger
662439,i started to feel a lil bit pissed off when i shared out advertorial by creating blog post or sharing in my social networking but there are some other people out there sharing out their adverts by asking people to click on those links,neutral
730784,i head off to bed i feel content and happy to be where i am at in life currently,happiness
526928,im back on track and no longer feeling like this cycle is doomed,neutral
7006,i grew up here and it makes me feel safe,neutral
520523,i was feeling but there were too many times i had to fake it because as mentioned in my previous post i like to act strong,neutral
169268,i feel very boring in this category because i really havent craved anything in a while,neutral
516673,i himself feels that mozarts music is divine something sent from god above kind of the way i feel about this movie but when he has the chance to finally meet this messenger of god he is let down,neutral
768183,ive been feeling pretty,neutral
648976,ill admit to feeling very nostalgic when i see photos of my sweet little girl in halloween costumes i made for her and i dream of the day that ill be called upon to fashion a small costume for a grandchild,neutral
531589,i also feel my body was shocked at first and was not sure what to do with all this extra food and training,surprise
290188,im giving a few things up with some exceptions in the hope of feeling less blank,neutral
749879,i feel so unimportant i feel so sad,sadness
313950,i need to find a balance where i push myself out of my comfort zone but to where i do not feel drained at the end of the day,relief
693310,when i am accused of something i have not done,neutral
716451,i will attempt to answer during the course of this article as well as explain why i feel that it does make an unfortunate amount of sense,neutral
341832,i feel so agitated with myself,neutral
788489,i feel a resigned distance from him as though the novelty of the open marriage has worn off and we are more two cogs in the machine of family and rent and chores than mates making a life together,neutral
483926,i end the class i feel very happy,happiness
544015,im feeling a little restless and just trying to figure me out,neutral
640293,ive been away from blogging so much that i sometimes feel i oughta make amends to the gentle readers ive been neglecting with an a href http knowyourmeme,neutral
535727,i wasnt feeling distraught enough today that felt like the final nail in the coffin,neutral
353755,i feel wonderful appreciation and gratitude for the presence of spirit in all of my life experience and as i release my word it is now the law of my life exercising infinite law in all things and so it is,relief
124007,i love seeing how women can feel confident too,love
576624,i have downloaded on my i phone and which i listen to on a regular basis especially when i m feeling depressed,sadness
69036,i feel really needy today,neutral
416869,i notice the biggest difference the day after completing them and feel so amazing,neutral
467262,i am feeling pretty good about my eating right now,neutral
290291,i feel as though i m on the rack being tortured,neutral
460762,i feel frustrated and tired and am not sure if i am being lazy or just recuperating,neutral
219468,i havent felt ive been doing the best job of giving my kids what i feel they need a mom who is not stressed who is patient who is living by example,neutral
232464,ive spent too much of my life feeling unsure not proud or inadequate but as im embarking on a new decade that is changing,neutral
236464,i feel like and it looks like im living in a gorgeous picture,neutral
636742,im stuffed full of ham and carrot cake it feels delicious,neutral
212188,i feel sorta shaky right now,neutral
820235,i feel like i m a supporting character on a sitcom or maybe an unnamed crew member on a star trek episode,neutral
249100,i have never worked for an organisation that makes you feel as valued as vso,neutral
369637,i knew it i found myself at the end of the book feeling very satisfied and happy,happiness
156606,i still feel fond of this manga and i will absolutely be seeing the movie at some point g but mostly that emotion is related to the bits with l or some of the earlier stuff right after his death,neutral
225511,i feel like it would highlight my knees which im not too fond of,neutral
66085,i enjoyed this book very much and it touched me and yet made me feel sympathetic towards the author,happiness
381586,i became one of their fans just listening to all the things at which they excelled and feeling glad to know that my kid was brushing shoulders with them,neutral
165944,i was afraid before i went to the doctors,neutral
308261,i came away feeling genuinely honored to be a part of their life for that time,neutral
475422,i received when i returned to mozambique but now that i m back in my home town i feel welcomed and loved,love
559313,i know what its like to feel alone when youre feeling all of this and you feel like you have nobody to talk to so if anybody would like to talk or just fancies a chat then im all ears,neutral
820941,i feel so glamourous a href http burlesquemama,neutral
24724,i love how you totally get me when im feeling bitchy and contribute to my bitchy thoughts giggle endlessly and then slap ourselves for being so mean,love
542598,i feel that i m cultivating a pinterest alter ego free people is doing the same for their consumers,neutral
327620,i arrived in my living room at the end of the night feeling dissatisfied and distasteful it was as though i d drunken from someone else s martini glass capitalized intentionally and that someone was madonna and she was on her way to murder my like a virgin ass,neutral
641097,i feel selfish when i say it but i just can t shake this feeling that at the moment i m just meant to be single,neutral
35618,i feel pathetic but i think this is going to be my last day,neutral
602018,i feel judged and shamed and as though i have somehow failed,neutral
432892,i didnt at all get that before and feel badly that i wasnt as supportive as i should have been to good friends who have gone through cancer treatment,neutral
251972,i have been feeling a tad bit discouraged in my photography business,anger
222870,i was feeling very submissive and master granted me with a clit licking and told me to cum,neutral
588421,i pay godaddy for the privellege of having a domain i feel im also supporting their efforts to get this bill that i vehemently oppose shoved through,neutral
347535,i have been feeling a little lethargic since the first project ended about weeks ago,neutral
499750,i feel calmer and not on edge like i normally do when i am stressed out,neutral
128139,i still feel a little more irritable than usual,neutral
555024,i feel amazed with the kind of art that i am producing,neutral
298424,i wasn t sure whether i should feel offended or just laugh,neutral
332697,im quite sure that i have strong love for my family and friends and that i will love them forever and always but when it comes to relationships i feel nervous,love
730854,i could never finish the work for the goal so i could never feel satisfied that i had done enough,neutral
184195,i went a little red for fall and im feeling very festive,neutral
512705,i found myself feeling a little weepy for the entire week leadin,neutral
51330,i feel sweet glosses over all that is good about the age of the press the age of gutenberg to use his terminology,neutral
599852,im strong enough sometime in the future i can post it and not feel anything but amazed and grateful for the moment it represents,neutral
737437,im just feeling a little hateful today,hate
803040,i got the feeling it amused him,neutral
364370,i don t feel that he is eager to see me and he doesn t call as frequent as before have i done something wrong,enthusiasm
264767,i feel stunned i react emotionally,neutral
716204,i had heard that did not feel pleasant at all but it didnt feel bad at all luckily,neutral
156113,i feel it adds a lot of depth to the low level gaming experience,neutral
68652,i feel very badly for her because i know shes lonely,neutral
634559,i feel for some perverse reason that the world simply has to accept the personal struggle of knowing that i will never accept that the act of killing of my fellow man had any value,neutral
735472,i feel so dirty and lkh decides that she hasnt fucked with our heads enough this chapter as celebration of the faerie court went it was modest,neutral
284209,i could remember it being i was made to feel like a liar a fake my family was painted as dysfunctional and what angered me most was the fact they tried to paint my dad in a bad light nothing was further than the truth,fun
392633,i met her in person was omg shes so small and she looks really fragile so i feel kinda doubtful to hold her hahah,neutral
9348,i am feeling a bit dull and i am anxious to serve more,neutral
207040,im not going to try to explain how we traveled through that conversation but i feel we left things on a positive note,neutral
399531,i feel this comes from the fact myself and bf have been together years and he is scared to have children with me after what happened with bm even though they were only together months when she got pregnant and she broke up with him before baby was born,neutral
437307,i am feeling very long suffering at this point my entire history with this device has been one long crash and burn after another,neutral
708670,i got to the point of feeling completely rejected,neutral
727596,im honestly very hurt by this and no its not because i need my ex back but i feel she broke the code and she broke my heart,neutral
454010,i feel more energetic but still utterly miserable and call ab surrounded by stuff from my luggage and numerous to do to fix to sort out piles,neutral
77687,i hate what i am feeling and i hate how pathetic i became,hate
163870,i hit the month mark i remember feeling annoyed at how things had seriously slowed but that certainly isnt the case anymore,neutral
476483,i hope that you all feel treasured and valued today and not in the way of presents,neutral
